dataset,variant,status,invalid_reasons,warnings,model_type,target_type,num_classes,metapath_blocks,path_lad_blocks,compiled_blocks,teacher_type,teacher_train_acc,teacher_val_acc,teacher_predicted_class_count,use_kd,kd_lambda,temperature,predicted_class_count,block_norm_stats_source,ratio_mode,requested_ratio,requested_full_condensed_node_ratio,total_condensed_node_ratio,accuracy,macro_f1,source_log,block_dims,ce_loss,feature_blocks,kd_loss,path_lad_hub_clip_thresholds,path_lad_leave_one_out_for_train,path_lad_row_normalize,path_lad_uses_train_labels_only,prototype_mode
dblp,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,author,4,"[""author-paper-author""]",[],"[""self"", ""demand:paper:written_by:author""]",none,,,,False,0.5,2.0,4,train_full_demand_table,target_only,0.096,,0.013433864053888548,0.4327464699745178,0.4322882369160652,experiments\logs\sota_small_seed42\dblp_S2_coverage_medoids_r0p096_seed42.json,{},,"[""self"", ""author-paper-author"", ""self"", ""demand:paper:written_by:author""]",,,True,,True,coverage_medoid
dblp,S3_path_lad_source_anchor,invalid_config,"['path_lad_row_normalization_missing', 'path_lad_hub_clipping_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,author,4,"[""author-paper-author""]","[""APA""]","[""self"", ""demand:paper:written_by:author"", ""path_lad:APA""]",none,,,,False,0.5,2.0,4,train_full_demand_table,target_only,0.096,,0.013433864053888548,,,experiments\logs\sota_small_seed42\dblp_S3_path_lad_source_anchor_r0p096_seed42.json,{},,"[""self"", ""author-paper-author"", ""self"", ""demand:paper:written_by:author"", ""path_lad:APA""]",,,True,,True,coverage_medoid
dblp,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,author,4,"[""author-paper-author""]","[""APA""]","[""self"", ""demand:paper:written_by:author"", ""path_lad:APA""]",sehgnn_lite,,,,True,0.5,2.0,4,train_full_demand_table,target_only,0.096,,0.013433864053888548,,,experiments\logs\sota_small_seed42\dblp_S4_teacher_kd_r0p096_seed42.json,{},,"[""self"", ""author-paper-author"", ""self"", ""demand:paper:written_by:author"", ""path_lad:APA""]",,,True,,True,coverage_medoid
imdb,S0_current_best,completed,[],[],shadow_fusion,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],[],none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.012,,0.005929038281979458,0.3425983786582947,0.3311773508787155,experiments\logs\sota_small_seed42\imdb_S0_current_best_r0p012_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",,,True,,True,kmeans_mean
imdb,S1_sehgnn_lite_metapath,invalid_config,['sehgnn_or_metapath_requires_model_type_sehgnn_lite'],[],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.012,,0.005929038281979458,,,experiments\logs\sota_small_seed42\imdb_S1_sehgnn_lite_metapath_r0p012_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,kmeans_mean
imdb,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.012,,0.006255835667600374,0.18019987642765045,0.1812779501080513,experiments\logs\sota_small_seed42\imdb_S2_coverage_medoids_r0p012_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,coverage_medoid
imdb,S3_path_lad_source_anchor,invalid_config,"['path_lad_row_normalization_missing', 'path_lad_hub_clipping_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.012,,0.006255835667600374,,,experiments\logs\sota_small_seed42\imdb_S3_path_lad_source_anchor_r0p012_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",sehgnn_lite,,,,True,0.5,2.0,5,train_full_demand_table,target_only,0.012,,0.006255835667600374,,,experiments\logs\sota_small_seed42\imdb_S4_teacher_kd_r0p012_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,S0_current_best,completed,[],[],shadow_fusion,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],[],none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.024,,0.010784313725490196,0.3582136034965515,0.337499076128006,experiments\logs\sota_small_seed42\imdb_S0_current_best_r0p024_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",,,True,,True,kmeans_mean
imdb,S1_sehgnn_lite_metapath,invalid_config,['sehgnn_or_metapath_requires_model_type_sehgnn_lite'],[],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.024,,0.010784313725490196,,,experiments\logs\sota_small_seed42\imdb_S1_sehgnn_lite_metapath_r0p024_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,kmeans_mean
imdb,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.024,,0.010784313725490196,0.3094940781593323,0.2650454223155975,experiments\logs\sota_small_seed42\imdb_S2_coverage_medoids_r0p024_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,coverage_medoid
imdb,S3_path_lad_source_anchor,invalid_config,"['path_lad_row_normalization_missing', 'path_lad_hub_clipping_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.024,,0.010784313725490196,,,experiments\logs\sota_small_seed42\imdb_S3_path_lad_source_anchor_r0p024_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",sehgnn_lite,,,,True,0.5,2.0,5,train_full_demand_table,target_only,0.024,,0.010784313725490196,,,experiments\logs\sota_small_seed42\imdb_S4_teacher_kd_r0p024_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,S0_current_best,completed,[],[],shadow_fusion,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],[],none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,0.34415990114212036,0.33370828032493594,experiments\logs\sota_small_seed42\imdb_S0_current_best_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",,,True,,True,kmeans_mean
imdb,S1_sehgnn_lite_metapath,invalid_config,['sehgnn_or_metapath_requires_model_type_sehgnn_lite'],[],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,,,experiments\logs\sota_small_seed42\imdb_S1_sehgnn_lite_metapath_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,kmeans_mean
imdb,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,0.30387258529663086,0.23062760829925538,experiments\logs\sota_small_seed42\imdb_S2_coverage_medoids_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,coverage_medoid
imdb,S3_path_lad_source_anchor,invalid_config,"['path_lad_row_normalization_missing', 'path_lad_hub_clipping_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,,,experiments\logs\sota_small_seed42\imdb_S3_path_lad_source_anchor_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",sehgnn_lite,,,,True,0.5,2.0,5,train_full_demand_table,target_only,0.048,,0.021568627450980392,,,experiments\logs\sota_small_seed42\imdb_S4_teacher_kd_r0p048_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,S0_current_best,completed,[],[],shadow_fusion,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],[],none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.096,,0.04281045751633987,0.369768887758255,0.34745914340019224,experiments\logs\sota_small_seed42\imdb_S0_current_best_r0p096_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",,,True,,True,kmeans_mean
imdb,S1_sehgnn_lite_metapath,invalid_config,['sehgnn_or_metapath_requires_model_type_sehgnn_lite'],[],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.096,,0.04281045751633987,,,experiments\logs\sota_small_seed42\imdb_S1_sehgnn_lite_metapath_r0p096_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,kmeans_mean
imdb,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]",[],"[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.096,,0.043137254901960784,0.29387882351875305,0.24864265620708464,experiments\logs\sota_small_seed42\imdb_S2_coverage_medoids_r0p096_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie""]",,,True,,True,coverage_medoid
imdb,S3_path_lad_source_anchor,invalid_config,"['path_lad_row_normalization_missing', 'path_lad_hub_clipping_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",none,,,,False,0.5,2.0,5,train_full_demand_table,target_only,0.096,,0.043137254901960784,,,experiments\logs\sota_small_seed42\imdb_S3_path_lad_source_anchor_r0p096_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
imdb,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,movie,5,"[""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie""]","[""MDM"", ""MAM"", ""MKM""]","[""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",sehgnn_lite,,,,True,0.5,2.0,5,train_full_demand_table,target_only,0.096,,0.043137254901960784,,,experiments\logs\sota_small_seed42\imdb_S4_teacher_kd_r0p096_seed42.json,{},,"[""self"", ""movie-director-movie"", ""movie-actor-movie"", ""movie-keyword-movie"", ""self"", ""demand:director:directs:movie"", ""demand:actor:acts_in:movie"", ""demand:keyword:keyword_in:movie"", ""path_lad:MAM"", ""path_lad:MDM"", ""path_lad:MKM""]",,,True,,True,coverage_medoid
ogbn-arxiv,S0_current_best,completed,[],[],shadow_fusion,paper,40,[],[],[],none,,,,False,0.5,2.0,40,train_full_demand_table,target_only,,0.0005,0.000501939849890459,0.3409666121006012,0.20036885540466756,experiments\logs\sota_medium_seed42\ogbn-arxiv_S0_current_best_fullnode_r0p0005_seed42.json,{},,"[""self""]",,,True,,True,kmeans_mean
ogbn-arxiv,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,paper,40,[],[],"[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",none,,,,False,0.5,2.0,23,train_full_demand_table,target_only,,0.0005,0.000501939849890459,0.24883237481117249,0.03835016243392601,experiments\logs\sota_medium_seed42\ogbn-arxiv_S2_coverage_medoids_fullnode_r0p0005_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",,,True,,True,coverage_medoid
ogbn-arxiv,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,paper,40,[],"[""P1""]","[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1""]",sign_lad_mlp,,,,True,0.5,2.0,5,train_full_demand_table,target_only,,0.0005,0.000501939849890459,,,experiments\logs\sota_medium_seed42\ogbn-arxiv_S4_teacher_kd_fullnode_r0p0005_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1""]",,,True,,True,coverage_medoid
ogbn-arxiv,S0_current_best,completed,[],[],shadow_fusion,paper,40,[],[],[],none,,,,False,0.5,2.0,38,train_full_demand_table,target_only,,0.0025,0.002497888900043108,0.3779190480709076,0.22030348842963576,experiments\logs\sota_medium_seed42\ogbn-arxiv_S0_current_best_fullnode_r0p0025_seed42.json,{},,"[""self""]",,,True,,True,kmeans_mean
ogbn-arxiv,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,paper,40,[],[],"[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",none,,,,False,0.5,2.0,29,train_full_demand_table,target_only,,0.0025,0.002497888900043108,0.38330966234207153,0.1439939347677864,experiments\logs\sota_medium_seed42\ogbn-arxiv_S2_coverage_medoids_fullnode_r0p0025_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",,,True,,True,coverage_medoid
ogbn-arxiv,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,paper,40,[],"[""P1""]","[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1""]",sign_lad_mlp,,,,True,0.5,2.0,17,train_full_demand_table,target_only,,0.0025,0.002497888900043108,,,experiments\logs\sota_medium_seed42\ogbn-arxiv_S4_teacher_kd_fullnode_r0p0025_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1""]",,,True,,True,coverage_medoid
ogbn-arxiv,S0_current_best,completed,[],[],shadow_fusion,paper,40,[],[],[],none,,,,False,0.5,2.0,39,train_full_demand_table,target_only,,0.005,0.005001682974790809,0.44456103444099426,0.25993386530317364,experiments\logs\sota_medium_seed42\ogbn-arxiv_S0_current_best_fullnode_r0p005_seed42.json,{},,"[""self""]",,,True,,True,kmeans_mean
ogbn-arxiv,S2_coverage_medoids,completed,[],['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,paper,40,[],[],"[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",none,,,,False,0.5,2.0,34,train_full_demand_table,target_only,,0.005,0.005001682974790809,0.4671933948993683,0.2052860957570374,experiments\logs\sota_medium_seed42\ogbn-arxiv_S2_coverage_medoids_fullnode_r0p005_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper""]",,,True,,True,coverage_medoid
ogbn-arxiv,S4_teacher_kd,invalid_config,"['teacher_train_acc_missing', 'teacher_val_acc_missing', 'ce_loss_missing', 'kd_loss_missing']",['coverage_medoid is deprecated in this sprint; use teacher_demand_herding instead.'],compiled_demand_mlp,paper,40,[],"[""P1""]","[""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1""]",sign_lad_mlp,,,,True,0.5,2.0,16,train_full_demand_table,target_only,,0.005,0.005001682974790809,,,experiments\logs\sota_medium_seed42\ogbn-arxiv_S4_teacher_kd_fullnode_r0p005_seed42.json,{},,"[""self"", ""self"", ""demand:paper:cite_ref:paper"", ""demand:paper:cited_by:paper"", ""label_affinity:paper:cite_ref:paper"", ""label_affinity:paper:cited_by:paper"", ""path_lad:P1""]",,,True,,True,coverage_medoid
ogbn-products,S0_current_best,completed,[],[],shadow_fusion,product,42,[],[],[],none,,,,False,0.5,2.0,36,train_full_demand_table,target_only,,0.0005,0.0005001982418338044,0.5135102868080139,0.18708413856183279,experiments\logs\sota_medium_seed42\ogbn-products_S0_current_best_fullnode_r0p0005_seed42.json,{},,"[""self""]",,,True,,True,kmeans_mean
ogbn-products,S2_coverage_medoids,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],none,,,,False,,,,,,,0.0005,,,,experiments\logs\sota_medium_seed42\ogbn-products_S2_coverage_medoids_fullnode_r0p0005_seed42.json,{},,"[""self""]",,,,,,coverage_medoid
ogbn-products,S4_teacher_kd,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],sign_lad_mlp,,,,True,,,,,,,0.0005,,,,experiments\logs\sota_medium_seed42\ogbn-products_S4_teacher_kd_fullnode_r0p0005_seed42.json,{},,"[""self""]",,,,,,coverage_medoid
ogbn-products,S0_current_best,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],none,,,,False,,,,,,,0.0025,,,,experiments\logs\sota_medium_seed42\ogbn-products_S0_current_best_fullnode_r0p0025_seed42.json,{},,"[""self""]",,,,,,kmeans_mean
ogbn-products,S2_coverage_medoids,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],none,,,,False,,,,,,,0.0025,,,,experiments\logs\sota_medium_seed42\ogbn-products_S2_coverage_medoids_fullnode_r0p0025_seed42.json,{},,"[""self""]",,,,,,coverage_medoid
ogbn-products,S4_teacher_kd,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],sign_lad_mlp,,,,True,,,,,,,0.0025,,,,experiments\logs\sota_medium_seed42\ogbn-products_S4_teacher_kd_fullnode_r0p0025_seed42.json,{},,"[""self""]",,,,,,coverage_medoid
ogbn-products,S0_current_best,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],none,,,,False,,,,,,,0.005,,,,experiments\logs\sota_medium_seed42\ogbn-products_S0_current_best_fullnode_r0p005_seed42.json,{},,"[""self""]",,,,,,kmeans_mean
ogbn-products,S2_coverage_medoids,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],none,,,,False,,,,,,,0.005,,,,experiments\logs\sota_medium_seed42\ogbn-products_S2_coverage_medoids_fullnode_r0p005_seed42.json,{},,"[""self""]",,,,,,coverage_medoid
ogbn-products,S4_teacher_kd,timeout_dropped,['status_not_completed:timeout_dropped'],[],,,,[],[],[],sign_lad_mlp,,,,True,,,,,,,0.005,,,,experiments\logs\sota_medium_seed42\ogbn-products_S4_teacher_kd_fullnode_r0p005_seed42.json,{},,"[""self""]",,,,,,coverage_medoid
